fpr,tpr
0.0,0.0
3.424188467333242e-05,0.0
3.424188467333242e-05,0.00028706171826942795
0.00010272565401999726,0.00028706171826942795
0.00010272565401999726,0.00036907935206069307
0.00013696753869332968,0.00036907935206069307
0.00013696753869332968,0.0005741234365388559
0.00020545130803999452,0.0005741234365388559
0.00020545130803999452,0.000656141070330121
0.00023969319271332693,0.000656141070330121
0.00023969319271332693,0.0006971498872257536
0.00027393507738665936,0.0006971498872257536
0.00027393507738665936,0.0009842116054951814
0.0003081769620599918,0.0009842116054951814
0.0003081769620599918,0.001025220422390814
0.00041090261607998904,0.001025220422390814
0.00041090261607998904,0.0010662292392864465
0.0005136282700999863,0.0010662292392864465
0.0005136282700999863,0.0011072380561820791
0.0005136282700999863,0.0011892556899733443
0.0005821120394466511,0.0011892556899733443
0.0005821120394466511,0.001230264506868977
0.0006163539241199836,0.001230264506868977
0.0006163539241199836,0.001312282140660242
0.000650595808793316,0.001312282140660242
0.000650595808793316,0.0015993438589296698
0.0006848376934666484,0.0015993438589296698
0.0006848376934666484,0.0017223703096165676
0.0007533214628133132,0.0017223703096165676
0.0007533214628133132,0.0018453967603034652
0.0007533214628133132,0.0019274143940947303
0.0007533214628133132,0.002132458478572893
0.0007875633474866457,0.002132458478572893
0.0007875633474866457,0.0021734672954685256
0.0008218052321599781,0.0021734672954685256
0.0008218052321599781,0.002255484929259791
0.0009245308861799753,0.002255484929259791
0.0009245308861799753,0.002501537830633586
0.0009587727708533077,0.002501537830633586
0.0009587727708533077,0.0028296083657986465
0.0010272565401999727,0.0028296083657986465
0.0010272565401999727,0.0030346524502768094
0.0010272565401999727,0.0031166700840680748
0.001061498424873305,0.0031166700840680748
0.001061498424873305,0.0034037318023375025
0.0010957403095466374,0.0034037318023375025
0.0010957403095466374,0.0036087758868156654
0.0011299821942199698,0.0036087758868156654
0.0011299821942199698,0.003649784703711298
0.0011984659635666348,0.003649784703711298
0.0011984659635666348,0.0038138199712938283
0.0012327078482399672,0.0038138199712938283
0.0012327078482399672,0.0038548287881894606
0.0012669497329132996,0.0038548287881894606
0.0012669497329132996,0.0038958376050850932
0.001301191617586632,0.0038958376050850932
0.001301191617586632,0.0039368464219807255
0.0013354335022599643,0.0039368464219807255
0.0013354335022599643,0.004387943407832684
0.0014039172716066293,0.004387943407832684
0.0014039172716066293,0.004592987492310847
0.0014381591562799617,0.004592987492310847
0.0014381591562799617,0.004839040393684642
0.0014381591562799617,0.004921058027475908
0.0014381591562799617,0.005331146196432233
0.0014381591562799617,0.005413163830223498
0.0014381591562799617,0.005823251999179824
0.0014381591562799617,0.005905269632971089
0.0014381591562799617,0.005946278449866721
0.001472401040953294,0.005946278449866721
0.001472401040953294,0.0059872872667623535
0.0015066429256266264,0.0059872872667623535
0.0015066429256266264,0.006520401886405577
0.0015408848102999588,0.006520401886405577
0.0015408848102999588,0.0071355341398400655
0.0015751266949732914,0.0071355341398400655
0.0015751266949732914,0.0073405782243182284
0.0015751266949732914,0.007422595858109494
